"id_claim_number","id_case_number","date_created","sku","name","user_description","value","value_selected"
1790,2868,2023-10-06 09:40:35.095,50000615,Calidad,Seleccion de tipo problema de calidad,rust,Óxido
1790,2868,2023-10-06 09:40:35.095,50000615,Calidad,Cantidad reportada problemas de calidad,"22",
1790,2868,2023-10-06 09:40:35.095,50000615,Calidad,"Cliente se queda con el producto, problemas de calidad",true,Sí
1790,2868,2023-10-06 09:40:35.095,50000615,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,"30.65",
2211,3240,2024-04-05 07:34:23.742,50000853,Cantidad diferente,Resultado de seleccion producto faltante o sobrante,missing_amount,Faltante
1801,2875,2023-10-19 12:00:55.143,50000086,Calidad,Seleccion de tipo problema de calidad,fold,Doblado
1801,2875,2023-10-19 12:00:55.143,50000086,Calidad,Cantidad reportada problemas de calidad,"1",
1801,2875,2023-10-19 12:00:55.143,50000086,Calidad,"Cliente se queda con el producto, problemas de calidad",true,Sí
1801,2875,2023-10-19 12:00:55.143,50000086,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,"2.00",
1802,2876,2023-10-19 16:33:27.839,50000647,Calidad,Seleccion de tipo problema de calidad,rust,Óxido
1802,2876,2023-10-19 16:33:27.839,50000647,Calidad,Cantidad reportada problemas de calidad,"2",
1802,2876,2023-10-19 16:33:27.839,50000647,Calidad,"Cliente se queda con el producto, problemas de calidad",false,No
1804,2878,2023-10-24 15:01:48.867,50000532,Calidad,Seleccion de tipo problema de calidad,damaged,Dañado
1804,2878,2023-10-24 15:01:48.867,50000532,Calidad,Cantidad reportada problemas de calidad,"01",
1804,2879,2023-10-24 15:03:34.616,50000719,Calidad,Seleccion de tipo problema de calidad,fold,Doblado
1804,2879,2023-10-24 15:03:34.616,50000719,Calidad,Cantidad reportada problemas de calidad,"02",
1807,2880,2023-10-26 11:19:19.782,50001583,Calidad,Seleccion de tipo problema de calidad,damaged,Dañado
1807,2880,2023-10-26 11:19:19.782,50001583,Calidad,Cantidad reportada problemas de calidad,"3",
1807,2880,2023-10-26 11:19:19.782,50001583,Calidad,"Cliente se queda con el producto, problemas de calidad",false,No
1806,2881,2023-10-26 12:21:57.118,50000083,Calidad,Seleccion de tipo problema de calidad,rust,Óxido
1806,2881,2023-10-26 12:21:57.118,50000083,Calidad,Cantidad reportada problemas de calidad,"175",
1806,2881,2023-10-26 12:21:57.118,50000083,Calidad,"Cliente se queda con el producto, problemas de calidad",false,No
1808,2882,2023-10-26 15:17:36.324,50000746,Calidad,Seleccion de tipo problema de calidad,damaged,Dañado
1808,2882,2023-10-26 15:17:36.324,50000746,Calidad,Cantidad reportada problemas de calidad,"8",
1808,2882,2023-10-26 15:17:36.324,50000746,Calidad,"Cliente se queda con el producto, problemas de calidad",false,No
1815,2886,2023-11-03 08:00:48.499,50010499,Calidad,Seleccion de tipo problema de calidad,damaged,Dañado
1815,2886,2023-11-03 08:00:48.499,50010499,Calidad,Cantidad reportada problemas de calidad,"6",
1815,2886,2023-11-03 08:00:48.499,50010499,Calidad,"Cliente se queda con el producto, problemas de calidad",true,Sí
1815,2886,2023-11-03 08:00:48.499,50010499,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,"6.00",
1817,2887,2023-11-03 11:34:29.671,50000814,Calidad,Seleccion de tipo problema de calidad,technical_especification,Especificación técnica
1817,2887,2023-11-03 11:34:29.671,50000814,Calidad,Cantidad reportada problemas de calidad,"90",
1817,2887,2023-11-03 11:34:29.671,50000814,Calidad,"Cliente se queda con el producto, problemas de calidad",false,No
1818,2888,2023-11-06 08:45:57.109,50000232,Calidad,Seleccion de tipo problema de calidad,fold,Doblado
1818,2888,2023-11-06 08:45:57.109,50000232,Calidad,Cantidad reportada problemas de calidad,"150",
1818,2888,2023-11-06 08:45:57.109,50000232,Calidad,"Cliente se queda con el producto, problemas de calidad",true,Sí
1818,2888,2023-11-06 08:45:57.109,50000232,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,"4.00",
1819,2889,2023-11-06 08:48:02.399,50000232,Calidad,Seleccion de tipo problema de calidad,fold,Doblado
1819,2889,2023-11-06 08:48:02.399,50000232,Calidad,Cantidad reportada problemas de calidad,"50",
1819,2889,2023-11-06 08:48:02.399,50000232,Calidad,"Cliente se queda con el producto, problemas de calidad",true,Sí
1819,2889,2023-11-06 08:48:02.399,50000232,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,"4.00",
1821,2890,2023-11-09 11:45:55.135,50000586,Calidad,Seleccion de tipo problema de calidad,damaged,Dañado
1821,2890,2023-11-09 11:45:55.135,50000586,Calidad,Cantidad reportada problemas de calidad,"1",
1821,2890,2023-11-09 11:45:55.135,50000586,Calidad,"Cliente se queda con el producto, problemas de calidad",true,Sí
1821,2890,2023-11-09 11:45:55.135,50000586,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,"7.00",
1824,2891,2023-11-13 21:31:58.683,50000424,Calidad,Seleccion de tipo problema de calidad,rust,Óxido
1824,2891,2023-11-13 21:31:58.683,50000424,Calidad,Cantidad reportada problemas de calidad,"1",
1824,2891,2023-11-13 21:31:58.683,50000424,Calidad,"Cliente se queda con el producto, problemas de calidad",true,Sí
1824,2891,2023-11-13 21:31:58.683,50000424,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,"2.86",
1824,2892,2023-11-13 22:17:07.199,50000943,Calidad,Seleccion de tipo problema de calidad,damaged,Dañado
1824,2892,2023-11-13 22:17:07.199,50000943,Calidad,Cantidad reportada problemas de calidad,"1",
1824,2892,2023-11-13 22:17:07.199,50000943,Calidad,"Cliente se queda con el producto, problemas de calidad",true,Sí
1824,2892,2023-11-13 22:17:07.199,50000943,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,"1.46",
1827,2894,2023-11-16 14:44:57.256,50013761,Calidad,Seleccion de tipo problema de calidad,technical_especification,Especificación técnica
1827,2894,2023-11-16 14:44:57.256,50013761,Calidad,Cantidad reportada problemas de calidad,"91",
1827,2894,2023-11-16 14:44:57.256,50013761,Calidad,"Cliente se queda con el producto, problemas de calidad",true,Sí
1827,2894,2023-11-16 14:44:57.256,50013761,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,"6.00",
1810,2884,2023-10-27 17:17:35.254,50000334,Calidad,Cantidad reportada problemas de calidad,"10",
1814,2885,2023-10-31 16:30:22.030,50001351,Calidad,Seleccion de tipo problema de calidad,damaged,Dañado
1814,2885,2023-10-31 16:30:22.030,50001351,Calidad,Cantidad reportada problemas de calidad,"1",
1829,2896,2023-11-20 16:37:18.031,50000593,Calidad,Seleccion de tipo problema de calidad,damaged,Dañado
1829,2896,2023-11-20 16:37:18.031,50000593,Calidad,Cantidad reportada problemas de calidad,"1",
1830,2897,2023-11-23 09:01:20.868,50000232,Calidad,Seleccion de tipo problema de calidad,fold,Doblado
1830,2897,2023-11-23 09:01:20.868,50000232,Calidad,Cantidad reportada problemas de calidad,"50",
1830,2897,2023-11-23 09:01:20.868,50000232,Calidad,"Cliente se queda con el producto, problemas de calidad",true,Sí
1830,2897,2023-11-23 09:01:20.868,50000232,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,"4.00",
2211,3240,2024-04-05 07:34:23.742,50000853,Cantidad diferente,Cantidad reportada cantidad diferente,"30",
1837,2901,2023-11-24 11:13:22.884,50000337,Calidad,Seleccion de tipo problema de calidad,rust,Óxido
1837,2901,2023-11-24 11:13:22.884,50000337,Calidad,Cantidad reportada problemas de calidad,"10",
1837,2901,2023-11-24 11:13:22.884,50000337,Calidad,"Cliente se queda con el producto, problemas de calidad",true,Sí
1837,2902,2023-11-24 11:14:12.327,50000337,Calidad,Seleccion de tipo problema de calidad,rust,Óxido
1837,2902,2023-11-24 11:14:12.327,50000337,Calidad,Cantidad reportada problemas de calidad,"10",
1837,2902,2023-11-24 11:14:12.327,50000337,Calidad,"Cliente se queda con el producto, problemas de calidad",true,Sí
1837,2902,2023-11-24 11:14:12.327,50000337,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,"4.07",
1842,2905,2023-11-28 11:28:38.031,50000674,Cantidad diferente,Resultado de seleccion producto faltante o sobrante,missing_amount,Faltante
1842,2905,2023-11-28 11:28:38.031,50000674,Cantidad diferente,Cantidad reportada cantidad diferente,"20",
1845,2907,2023-11-29 10:01:08.174,50000437,Calidad,Seleccion de tipo problema de calidad,manufacture_issue,Problema de fabricación
1845,2907,2023-11-29 10:01:08.174,50000437,Calidad,Cantidad reportada problemas de calidad,"2",
1845,2907,2023-11-29 10:01:08.174,50000437,Calidad,"Cliente se queda con el producto, problemas de calidad",false,No
1847,2908,2023-11-29 10:11:38.402,50004396,Calidad,Seleccion de tipo problema de calidad,manufacture_issue,Problema de fabricación
1847,2908,2023-11-29 10:11:38.402,50004396,Calidad,Cantidad reportada problemas de calidad,"9",
1847,2908,2023-11-29 10:11:38.402,50004396,Calidad,"Cliente se queda con el producto, problemas de calidad",false,No
1835,2899,2023-11-23 16:00:25.211,50000449,Calidad,Seleccion de tipo problema de calidad,damaged,Dañado
1835,2899,2023-11-23 16:00:25.211,50000449,Calidad,Cantidad reportada problemas de calidad,"1",
1835,2899,2023-11-23 16:00:25.211,50000449,Calidad,"Cliente se queda con el producto, problemas de calidad",false,
1810,2884,2023-10-27 17:17:35.254,50000334,Calidad,Seleccion de tipo problema de calidad,rust,Óxido
1810,2884,2023-10-27 17:17:35.254,50000334,Calidad,"Cliente se queda con el producto, problemas de calidad",false,
1814,2885,2023-10-31 16:30:22.030,50001351,Calidad,"Cliente se queda con el producto, problemas de calidad",false,
1843,2906,2023-11-28 16:37:05.218,50001572,Calidad,Seleccion de tipo problema de calidad,fold,Doblado
1843,2906,2023-11-28 16:37:05.218,50001572,Calidad,Cantidad reportada problemas de calidad,"1",
1843,2906,2023-11-28 16:37:05.218,50001572,Calidad,"Cliente se queda con el producto, problemas de calidad",false,
1852,2911,2023-11-29 12:25:18.228,50000817,Calidad,Seleccion de tipo problema de calidad,manipulation_damage,Daño por manipulación
1852,2911,2023-11-29 12:25:18.228,50000817,Calidad,Cantidad reportada problemas de calidad,"10",
1852,2911,2023-11-29 12:25:18.228,50000817,Calidad,"Cliente se queda con el producto, problemas de calidad",false,No
1852,2912,2023-11-29 12:28:32.621,31000116,Calidad,Seleccion de tipo problema de calidad,manipulation_damage,Daño por manipulación
1852,2912,2023-11-29 12:28:32.621,31000116,Calidad,Cantidad reportada problemas de calidad,"10",
1852,2912,2023-11-29 12:28:32.621,31000116,Calidad,"Cliente se queda con el producto, problemas de calidad",false,No
2215,3244,2024-04-05 07:56:48.717,50000348,Cantidad diferente,Resultado de seleccion producto faltante o sobrante,missing_amount,Faltante
2219,3247,2024-04-05 11:02:11.552,50012980,Cantidad diferente,Resultado de seleccion producto faltante o sobrante,missing_amount,Faltante
2219,3247,2024-04-05 11:02:11.552,50012980,Cantidad diferente,Cantidad reportada cantidad diferente,"2",
2745,3759,2024-06-18 13:15:30.339,50012478,Calidad,Seleccion de tipo problema de calidad,rust,Óxido
2224,3251,2024-04-05 15:25:00.976,50012980,Calidad,Seleccion de tipo problema de calidad,fold,Doblado
2224,3251,2024-04-05 15:25:00.976,50012980,Calidad,Cantidad reportada problemas de calidad,"20",
1862,2918,2023-11-30 11:22:45.909,50000331,Calidad,Seleccion de tipo problema de calidad,technical_especification,Especificación técnica
1862,2918,2023-11-30 11:22:45.909,50000331,Calidad,Cantidad reportada problemas de calidad,"40",
1862,2918,2023-11-30 11:22:45.909,50000331,Calidad,"Cliente se queda con el producto, problemas de calidad",false,
1865,2920,2023-12-04 08:25:10.898,50001270,Cantidad diferente,Cantidad reportada cantidad diferente,"1",
1855,2913,2023-11-29 15:20:23.087,50000347,Cantidad diferente,Resultado de seleccion producto faltante o sobrante,missing_amount,Faltante
1855,2913,2023-11-29 15:20:23.087,50000347,Cantidad diferente,Cantidad reportada cantidad diferente,"1",
1864,2919,2023-12-04 08:10:28.510,50000652,Calidad,Seleccion de tipo problema de calidad,manufacture_issue,Problema de fabricación
1864,2919,2023-12-04 08:10:28.510,50000652,Calidad,Cantidad reportada problemas de calidad,"1",
1839,2903,2023-11-27 16:13:47.769,50000513,Calidad,Seleccion de tipo problema de calidad,fold,Doblado
1839,2903,2023-11-27 16:13:47.769,50000513,Calidad,Cantidad reportada problemas de calidad,"1",
1840,2904,2023-11-27 16:55:38.447,50000593,Calidad,Seleccion de tipo problema de calidad,rust,Óxido
1840,2904,2023-11-27 16:55:38.447,50000593,Calidad,Cantidad reportada problemas de calidad,"1",
1834,2898,2023-11-23 15:55:03.621,50000775,Calidad,Seleccion de tipo problema de calidad,manufacture_issue,Problema de fabricación
1858,2917,2023-11-29 16:39:43.189,70000640,Cantidad diferente,Resultado de seleccion producto faltante o sobrante,missing_amount,Faltante
1858,2917,2023-11-29 16:39:43.189,70000640,Cantidad diferente,Cantidad reportada cantidad diferente,"18",
1865,2920,2023-12-04 08:25:10.898,50001270,Cantidad diferente,Resultado de seleccion producto faltante o sobrante,missing_amount,Faltante
1867,2921,2023-12-04 12:08:10.510,50000342,Calidad,Seleccion de tipo problema de calidad,rust,Óxido
1867,2921,2023-12-04 12:08:10.510,50000342,Calidad,Cantidad reportada problemas de calidad,"0350",
1867,2921,2023-12-04 12:08:10.510,50000342,Calidad,"Cliente se queda con el producto, problemas de calidad",false,
1867,2922,2023-12-04 12:09:40.419,50000343,Calidad,Seleccion de tipo problema de calidad,rust,Óxido
1867,2922,2023-12-04 12:09:40.419,50000343,Calidad,Cantidad reportada problemas de calidad,"69",
1867,2922,2023-12-04 12:09:40.419,50000343,Calidad,"Cliente se queda con el producto, problemas de calidad",false,
1864,2919,2023-12-04 08:10:28.510,50000652,Calidad,"Cliente se queda con el producto, problemas de calidad",false,
1872,2926,2023-12-05 14:18:09.007,50000342,Calidad,Seleccion de tipo problema de calidad,rust,Óxido
1872,2926,2023-12-05 14:18:09.007,50000342,Calidad,Cantidad reportada problemas de calidad,"0490",
1872,2926,2023-12-05 14:18:09.007,50000342,Calidad,"Cliente se queda con el producto, problemas de calidad",false,
2212,3241,2024-04-05 07:38:39.413,50012981,Cantidad diferente,Resultado de seleccion producto faltante o sobrante,missing_amount,Faltante
1874,2927,2023-12-06 15:05:03.638,50000342,Calidad,Seleccion de tipo problema de calidad,rust,Óxido
1874,2927,2023-12-06 15:05:03.638,50000342,Calidad,Cantidad reportada problemas de calidad,"0500",
1874,2927,2023-12-06 15:05:03.638,50000342,Calidad,"Cliente se queda con el producto, problemas de calidad",false,
1871,2923,2023-12-05 14:00:04.392,50000342,Calidad,Seleccion de tipo problema de calidad,rust,Óxido
1871,2923,2023-12-05 14:00:04.392,50000342,Calidad,Cantidad reportada problemas de calidad,"094",
1871,2923,2023-12-05 14:00:04.392,50000342,Calidad,"Cliente se queda con el producto, problemas de calidad",false,
1871,2924,2023-12-05 14:01:19.800,50000342,Calidad,Seleccion de tipo problema de calidad,rust,Óxido
1871,2924,2023-12-05 14:01:19.800,50000342,Calidad,Cantidad reportada problemas de calidad,"406",
1871,2924,2023-12-05 14:01:19.800,50000342,Calidad,"Cliente se queda con el producto, problemas de calidad",false,
1839,2903,2023-11-27 16:13:47.769,50000513,Calidad,"Cliente se queda con el producto, problemas de calidad",false,
1871,2925,2023-12-05 14:02:19.346,50000343,Calidad,Seleccion de tipo problema de calidad,rust,Óxido
1871,2925,2023-12-05 14:02:19.346,50000343,Calidad,Cantidad reportada problemas de calidad,"0700",
1871,2925,2023-12-05 14:02:19.346,50000343,Calidad,"Cliente se queda con el producto, problemas de calidad",false,
1878,2930,2023-12-11 16:18:38.926,50000514,Calidad,Seleccion de tipo problema de calidad,fold,Doblado
1878,2930,2023-12-11 16:18:38.926,50000514,Calidad,Cantidad reportada problemas de calidad,"1",
1878,2930,2023-12-11 16:18:38.926,50000514,Calidad,"Cliente se queda con el producto, problemas de calidad",false,No
1879,2931,2023-12-11 16:30:11.977,50000437,Calidad,Seleccion de tipo problema de calidad,fold,Doblado
1879,2931,2023-12-11 16:30:11.977,50000437,Calidad,Cantidad reportada problemas de calidad,"3",
1879,2931,2023-12-11 16:30:11.977,50000437,Calidad,"Cliente se queda con el producto, problemas de calidad",false,No
1890,2935,2023-12-14 08:59:36.107,31000095,Producto cruzado,Cantidad reportada producto cruzado,"700",
1890,2935,2023-12-14 08:59:36.107,31000095,Producto cruzado,"Cliente se queda con el producto, producto cruzado",true,Sí
1890,2935,2023-12-14 08:59:36.107,31000095,Producto cruzado,producto seleccionado flujo cantidad diferente,"31000124 - TUBO GALV.CUAD.3/4"" CH16-PR",
1890,2936,2023-12-14 09:08:03.821,31000095,Producto cruzado,Cantidad reportada producto cruzado,"200",
1890,2936,2023-12-14 09:08:03.821,31000095,Producto cruzado,"Cliente se queda con el producto, producto cruzado",true,Sí
1890,2936,2023-12-14 09:08:03.821,31000095,Producto cruzado,producto seleccionado flujo cantidad diferente,"31000068 - TUBO GALV.CUAD.1 1/2"" CH18 MM-PR",
1894,2937,2023-12-15 09:05:06.190,50000334,Cantidad diferente,Resultado de seleccion producto faltante o sobrante,missing_amount,Faltante
1894,2937,2023-12-15 09:05:06.190,50000334,Cantidad diferente,Cantidad reportada cantidad diferente,"19",
1834,2898,2023-11-23 15:55:03.621,50000775,Calidad,Cantidad reportada problemas de calidad,"30",
1834,2898,2023-11-23 15:55:03.621,50000775,Calidad,"Cliente se queda con el producto, problemas de calidad",false,
1840,2904,2023-11-27 16:55:38.447,50000593,Calidad,"Cliente se queda con el producto, problemas de calidad",false,
1890,2938,2023-12-15 16:31:13.498,31000153,Producto cruzado,Cantidad reportada producto cruzado,"173",
1890,2938,2023-12-15 16:31:13.498,31000153,Producto cruzado,"Cliente se queda con el producto, producto cruzado",true,Sí
1890,2938,2023-12-15 16:31:13.498,31000153,Producto cruzado,producto seleccionado flujo cantidad diferente,"31000068 - TUBO GALV.CUAD.1 1/2"" CH18 MM-PR",
1890,2939,2023-12-15 16:33:03.335,31000153,Producto cruzado,Cantidad reportada producto cruzado,"27",
1890,2939,2023-12-15 16:33:03.335,31000153,Producto cruzado,"Cliente se queda con el producto, producto cruzado",true,Sí
1890,2939,2023-12-15 16:33:03.335,31000153,Producto cruzado,producto seleccionado flujo cantidad diferente,"31000068 - TUBO GALV.CUAD.1 1/2"" CH18 MM-PR",
1888,2940,2023-12-17 20:26:55.581,50000248,Calidad,"Vendedor selecciona solicitar un descuento o no, problemas de calidad",true,Sí
1888,2940,2023-12-17 20:26:55.581,50000248,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,"15.00",
1885,2934,2023-12-13 12:14:54.066,50000437,Calidad,Seleccion de tipo problema de calidad,fold,Doblado
1888,2940,2023-12-17 20:26:55.581,50000248,Calidad,Seleccion de tipo problema de calidad,fold,Doblado
1875,2928,2023-12-06 15:09:24.393,50000082,Calidad,Cantidad reportada problemas de calidad,"1",
1888,2940,2023-12-17 20:26:55.581,50000248,Calidad,Cantidad reportada problemas de calidad,"3",
1888,2940,2023-12-17 20:26:55.581,50000248,Calidad,"Cliente se queda con el producto, problemas de calidad",true,Sí
1887,2941,2023-12-17 20:31:39.547,50000234,Calidad,Seleccion de tipo problema de calidad,fold,Doblado
1887,2941,2023-12-17 20:31:39.547,50000234,Calidad,"Vendedor selecciona solicitar un descuento o no, problemas de calidad",true,Sí
1887,2941,2023-12-17 20:31:39.547,50000234,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,"15.00",
1878,2930,2023-12-11 16:18:38.926,50000514,Calidad,"Cliente se queda con el producto, problemas de calidad",false,No
1879,2931,2023-12-11 16:30:11.977,50000437,Calidad,"Cliente se queda con el producto, problemas de calidad",false,No
1911,2951,2023-12-20 16:15:55.420,50000668,Calidad,Seleccion de tipo problema de calidad,rust,Óxido
1911,2951,2023-12-20 16:15:55.420,50000668,Calidad,Cantidad reportada problemas de calidad,"241",
1911,2951,2023-12-20 16:15:55.420,50000668,Calidad,"Cliente se queda con el producto, problemas de calidad",true,Sí
1911,2951,2023-12-20 16:15:55.420,50000668,Calidad,"Vendedor selecciona solicitar un descuento o no, problemas de calidad",true,Sí
1911,2951,2023-12-20 16:15:55.420,50000668,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,"29.49",
1912,2952,2023-12-20 16:31:26.716,31000095,Calidad,Seleccion de tipo problema de calidad,rust,Óxido
1912,2952,2023-12-20 16:31:26.716,31000095,Calidad,Cantidad reportada problemas de calidad,"241",
1885,2934,2023-12-13 12:14:54.066,50000437,Calidad,Cantidad reportada problemas de calidad,"03",
1885,2934,2023-12-13 12:14:54.066,50000437,Calidad,"Cliente se queda con el producto, problemas de calidad",false,
1901,2946,2023-12-19 10:03:34.539,50000342,Calidad,Seleccion de tipo problema de calidad,rust,Óxido
1901,2946,2023-12-19 10:03:34.539,50000342,Calidad,Cantidad reportada problemas de calidad,"1040",
1901,2946,2023-12-19 10:03:34.539,50000342,Calidad,"Cliente se queda con el producto, problemas de calidad",true,Sí
1901,2946,2023-12-19 10:03:34.539,50000342,Calidad,"Vendedor selecciona solicitar un descuento o no, problemas de calidad",true,Sí
1901,2946,2023-12-19 10:03:34.539,50000342,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,"3.00",
1900,2945,2023-12-19 09:48:24.661,50000440,Calidad,Seleccion de tipo problema de calidad,manufacture_issue,Problema de fabricación
1900,2945,2023-12-19 09:48:24.661,50000440,Calidad,Cantidad reportada problemas de calidad,"02",
1900,2945,2023-12-19 09:48:24.661,50000440,Calidad,"Cliente se queda con el producto, problemas de calidad",false,
1875,2928,2023-12-06 15:09:24.393,50000082,Calidad,Seleccion de tipo problema de calidad,fold,Doblado
1875,2928,2023-12-06 15:09:24.393,50000082,Calidad,"Cliente se queda con el producto, problemas de calidad",false,
2212,3241,2024-04-05 07:38:39.413,50012981,Cantidad diferente,Cantidad reportada cantidad diferente,"600",
1907,2948,2023-12-20 12:56:22.577,50000459,Calidad,Seleccion de tipo problema de calidad,fold,Doblado
1907,2948,2023-12-20 12:56:22.577,50000459,Calidad,Cantidad reportada problemas de calidad,"4",
1907,2948,2023-12-20 12:56:22.577,50000459,Calidad,"Cliente se queda con el producto, problemas de calidad",true,Sí
1907,2948,2023-12-20 12:56:22.577,50000459,Calidad,"Vendedor selecciona solicitar un descuento o no, problemas de calidad",true,Sí
1907,2948,2023-12-20 12:56:22.577,50000459,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,"90.56",
1896,2942,2023-12-17 20:34:30.058,50000239,Calidad,Seleccion de tipo problema de calidad,fold,Doblado
1896,2942,2023-12-17 20:34:30.058,50000239,Calidad,Cantidad reportada problemas de calidad,"4",
1896,2942,2023-12-17 20:34:30.058,50000239,Calidad,"Cliente se queda con el producto, problemas de calidad",true,Sí
1896,2942,2023-12-17 20:34:30.058,50000239,Calidad,"Vendedor selecciona solicitar un descuento o no, problemas de calidad",true,Sí
1896,2942,2023-12-17 20:34:30.058,50000239,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,"100.00",
1887,2941,2023-12-17 20:31:39.547,50000234,Calidad,Cantidad reportada problemas de calidad,"1",
1887,2941,2023-12-17 20:31:39.547,50000234,Calidad,"Cliente se queda con el producto, problemas de calidad",true,Sí
1912,2952,2023-12-20 16:31:26.716,31000095,Calidad,"Cliente se queda con el producto, problemas de calidad",true,Sí
1912,2952,2023-12-20 16:31:26.716,31000095,Calidad,"Vendedor selecciona solicitar un descuento o no, problemas de calidad",true,Sí
1912,2952,2023-12-20 16:31:26.716,31000095,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,"57.63",
1903,2953,2023-12-20 16:38:08.209,50000668,Calidad,Seleccion de tipo problema de calidad,rust,Óxido
1903,2953,2023-12-20 16:38:08.209,50000668,Calidad,Cantidad reportada problemas de calidad,"241",
1903,2953,2023-12-20 16:38:08.209,50000668,Calidad,"Cliente se queda con el producto, problemas de calidad",true,Sí
1903,2953,2023-12-20 16:38:08.209,50000668,Calidad,"Vendedor selecciona solicitar un descuento o no, problemas de calidad",true,Sí
1903,2953,2023-12-20 16:38:08.209,50000668,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,"26.33",
1903,2954,2023-12-20 22:41:46.920,50000678,Calidad,Seleccion de tipo problema de calidad,fold,Doblado
1903,2954,2023-12-20 22:41:46.920,50000678,Calidad,Cantidad reportada problemas de calidad,"3",
1903,2954,2023-12-20 22:41:46.920,50000678,Calidad,"Cliente se queda con el producto, problemas de calidad",false,No
1903,2954,2023-12-20 22:41:46.920,50000678,Calidad,"Cliente se queda con el producto, problemas de calidad",true,Sí
1914,2956,2023-12-21 09:41:33.184,50000288,Calidad,Seleccion de tipo problema de calidad,rust,Óxido
1914,2956,2023-12-21 09:41:33.184,50000288,Calidad,Cantidad reportada problemas de calidad,"1",
1914,2956,2023-12-21 09:41:33.184,50000288,Calidad,"Cliente se queda con el producto, problemas de calidad",false,No
1914,2956,2023-12-21 09:41:33.184,50000288,Calidad,"Cliente se queda con el producto, problemas de calidad",true,Sí
1906,2947,2023-12-19 13:16:27.844,50000476,Calidad,Cantidad reportada problemas de calidad,"2",
1915,2957,2023-12-21 09:55:53.762,50002813,Calidad,Seleccion de tipo problema de calidad,technical_especification,Especificación técnica
1915,2957,2023-12-21 09:55:53.762,50002813,Calidad,Cantidad reportada problemas de calidad,"15",
1915,2957,2023-12-21 09:55:53.762,50002813,Calidad,"Cliente se queda con el producto, problemas de calidad",false,No
1915,2957,2023-12-21 09:55:53.762,50002813,Calidad,"Cliente se queda con el producto, problemas de calidad",true,Sí
1906,2947,2023-12-19 13:16:27.844,50000476,Calidad,Seleccion de tipo problema de calidad,fold,Doblado
1906,2947,2023-12-19 13:16:27.844,50000476,Calidad,"Cliente se queda con el producto, problemas de calidad",false,
1911,2958,2023-12-21 12:17:07.806,50000668,Calidad,Seleccion de tipo problema de calidad,rust,Óxido
1911,2958,2023-12-21 12:17:07.806,50000668,Calidad,Cantidad reportada problemas de calidad,"241",
1911,2958,2023-12-21 12:17:07.806,50000668,Calidad,"Cliente se queda con el producto, problemas de calidad",true,Sí
1911,2958,2023-12-21 12:17:07.806,50000668,Calidad,"Vendedor selecciona solicitar un descuento o no, problemas de calidad",true,Sí
1911,2958,2023-12-21 12:17:07.806,50000668,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,"26.33",
1912,2959,2023-12-21 13:01:14.592,31000095,Producto cruzado,Cantidad reportada producto cruzado,"1",
1912,2959,2023-12-21 13:01:14.592,31000095,Producto cruzado,"Cliente se queda con el producto, producto cruzado",true,Sí
1912,2959,2023-12-21 13:01:14.592,31000095,Producto cruzado,producto seleccionado flujo cantidad diferente,"31000124 - TUBO GALV.CUAD.3/4"" CH16-PR",
1911,2960,2023-12-21 14:40:51.032,50000668,Calidad,Seleccion de tipo problema de calidad,rust,Óxido
1911,2960,2023-12-21 14:40:51.032,50000668,Calidad,Cantidad reportada problemas de calidad,"1",
1911,2960,2023-12-21 14:40:51.032,50000668,Calidad,"Cliente se queda con el producto, problemas de calidad",true,Sí
1911,2960,2023-12-21 14:40:51.032,50000668,Calidad,"Vendedor selecciona solicitar un descuento o no, problemas de calidad",true,Sí
1911,2960,2023-12-21 14:40:51.032,50000668,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,"15.00",
1917,2961,2023-12-21 15:04:08.216,50000066,Producto cruzado,Cantidad reportada producto cruzado,"2",
1911,2962,2023-12-21 15:41:09.029,50000668,Calidad,Seleccion de tipo problema de calidad,rust,Óxido
1911,2962,2023-12-21 15:41:09.029,50000668,Calidad,Cantidad reportada problemas de calidad,"1",
